# The rewrite frontier — rows re-said between the practice's readings of
# 2026-08-25 (night 12) and 2026-08-28 (night 13). Both dated states, row by row.
# Source: Deutscher Wetterdienst, Climate Data Center, CC BY 4.0.
# Left: the value committed at the named reading (V_N_I). Right: the same
# MESS_DATUM in the generation dated 2026-08-27 08:18, read tonight.
# Format: MESS_DATUM  QN_8;V_N_I;V_N (committed)  ->  QN_8;V_N_I;V_N (tonight)

## committed slice read 2026-08-24: tempelhof-N-2026-08-22.csv
2026082200  1;P;8  ->  1;I;8
2026082201  1;P;8  ->  1;I;8
2026082202  1;P;8  ->  1;I;8
2026082203  1;P;8  ->  1;I;8
2026082204  1;P;8  ->  1;I;8
2026082205  1;P;8  ->  1;I;8
2026082206  1;P;8  ->  1;I;8
2026082207  1;P;8  ->  1;I;8
2026082208  1;P;6  ->  1;I;6
2026082209  1;P;7  ->  1;I;7
2026082210  1;P;7  ->  1;I;7
2026082211  1;P;8  ->  1;I;8
2026082212  1;P;8  ->  1;I;8
2026082213  1;P;3  ->  1;I;3
2026082214  1;P;7  ->  1;I;7
2026082215  1;P;7  ->  1;I;7
2026082216  1;P;8  ->  1;I;8
2026082217  1;P;6  ->  1;I;6
2026082218  1;P;4  ->  1;I;4
2026082219  1;P;4  ->  1;I;4
2026082220  1;P;0  ->  1;I;0
2026082221  1;P;7  ->  1;I;7
2026082222  1;P;2  ->  1;I;2
2026082223  1;P;0  ->  1;I;0

## committed slice read 2026-08-25: tempelhof-N-2026-08-23.csv
2026082300  1;P;0  ->  1;I;0
2026082301  1;P;1  ->  1;I;1
2026082302  1;P;2  ->  1;I;2
2026082303  1;P;0  ->  1;I;0
2026082304  1;P;7  ->  1;I;7
2026082305  1;P;8  ->  1;I;8
2026082306  1;P;8  ->  1;I;8
2026082307  1;P;8  ->  1;I;8
2026082308  1;P;8  ->  1;I;8
2026082309  1;P;8  ->  1;I;8
2026082310  1;P;8  ->  1;I;8
2026082311  1;P;8  ->  1;I;8
2026082312  1;P;8  ->  1;I;8
2026082313  1;P;7  ->  1;I;7
2026082314  1;P;7  ->  1;I;7
2026082315  1;P;5  ->  1;I;5
2026082316  1;P;6  ->  1;I;6
2026082317  1;P;7  ->  1;I;7
2026082318  1;P;8  ->  1;I;8
2026082319  1;P;7  ->  1;I;7
2026082320  1;P;0  ->  1;I;0
2026082321  1;P;4  ->  1;I;4
2026082322  1;P;0  ->  1;I;0
2026082323  1;P;1  ->  1;I;1

# 48 rows re-said this reading; every one V_N_I P->I with cloud value
# and quality level unchanged. The 08-20 and 08-21 blocks recorded by
# nights 11 and 12 stand unchanged tonight (second and third tellings stable).
